Chr	Start	End	Strand	TSS	ID	EnsID	Type	Symbol
28489	chr17	15732247	15749192	+	chr17:15732247	chr17:15732247-15749192	ENSG00000214946	protein_coding	TBC1D26
28490	chr17	15735023	15749192	-	chr17:15749192	chr17:15735023-15749192	ENSG00000233002	lncRNA	AC005324.1
28491	chr17	15761614	15763769	-	chr17:15763769	chr17:15761614-15763769	ENSG00000233193	lncRNA	AC005324.2
28492	chr17	15787787	15788205	-	chr17:15788205	chr17:15787787-15788205	ENSG00000265519	lncRNA	AC015922.2
28493	chr17	15789016	15789705	+	chr17:15789016	chr17:15789016-15789705	ENSG00000276855	lncRNA	AC015922.3
28494	chr17	15806241	15847996	-	chr17:15847996	chr17:15806241-15847996	ENSG00000237057	lncRNA	LINC02087
28495	chr17	15944917	15975746	+	chr17:15944917	chr17:15944917-15975746	ENSG00000170425	protein_coding	ADORA2B
28496	chr17	15976560	15999717	-	chr17:15999717	chr17:15976560-15999717	ENSG00000214941	protein_coding	ZSWIM7
28497	chr17	15999784	16045015	+	chr17:15999784	chr17:15999784-16045015	ENSG00000011295	protein_coding	TTC19
28498	chr17	16023323	16023653	-	chr17:16023653	chr17:16023323-16023653	ENSG00000275413	lncRNA	AC002553.2
28499	chr17	16029157	16218185	-	chr17:16218185	chr17:16029157-16218185	ENSG00000141027	protein_coding	NCOR1
28500	chr17	16040472	16041273	+	chr17:16040472	chr17:16040472-16041273	ENSG00000227782	lncRNA	AC002553.1
28501	chr17	16217191	16351797	+	chr17:16217191	chr17:16217191-16351797	ENSG00000108474	protein_coding	PIGL
28502	chr17	16342534	16353656	-	chr17:16353656	chr17:16342534-16353656	ENSG00000166582	protein_coding	CENPV
28503	chr17	16380798	16382745	+	chr17:16380798	chr17:16380798-16382745	ENSG00000170315	protein_coding	UBB
28504	chr17	16382152	16382669	-	chr17:16382669	chr17:16382152-16382669	ENSG00000265401	lncRNA	AC093484.3
28505	chr17	16414524	16416689	-	chr17:16416689	chr17:16414524-16416689	ENSG00000264739	lncRNA	AC093484.2
28506	chr17	16415571	16437003	+	chr17:16415571	chr17:16415571-16437003	ENSG00000187688	protein_coding	TRPV2
28507	chr17	16438767	16478678	+	chr17:16438767	chr17:16438767-16478678	ENSG00000175061	lncRNA	SNHG29
28508	chr17	16440479	16440952	-	chr17:16440952	chr17:16440479-16440952	ENSG00000266651	lncRNA	AC093484.4
28509	chr17	16441577	16492193	-	chr17:16492193	chr17:16441577-16492193	ENSG00000181350	protein_coding	LRRC75A
28510	chr17	16525832	16529290	+	chr17:16525832	chr17:16525832-16529290	ENSG00000286743	lncRNA	AC127540.2
28511	chr17	16546954	16569204	-	chr17:16569204	chr17:16546954-16569204	ENSG00000141040	protein_coding	ZNF287
28512	chr17	16557985	16559269	-	chr17:16559269	chr17:16557985-16559269	ENSG00000266803	lncRNA	AC127540.1
28513	chr17	16620734	16653856	-	chr17:16653856	chr17:16620734-16653856	ENSG00000197566	protein_coding	ZNF624
28514	chr17	16653904	16654787	+	chr17:16653904	chr17:16653904-16654787	ENSG00000264765	lncRNA	AC098850.2
28515	chr17	16689537	16777881	+	chr17:16689537	chr17:16689537-16777881	ENSG00000170160	protein_coding	CCDC144A
28516	chr17	16788248	16789234	-	chr17:16789234	chr17:16788248-16789234	ENSG00000264673	lncRNA	AC098850.1
28517	chr17	16788879	16790501	+	chr17:16788879	chr17:16788879-16790501	ENSG00000288235	lncRNA	FAM106C
28518	chr17	16804627	16805707	+	chr17:16804627	chr17:16804627-16805707	ENSG00000264729	lncRNA	AC022596.1
28519	chr17	16861146	16864223	+	chr17:16861146	chr17:16861146-16864223	ENSG00000283033	lncRNA	AC022596.2
28520	chr17	16929816	16972118	-	chr17:16972118	chr17:16929816-16972118	ENSG00000240505	protein_coding	TNFRSF13B
28521	chr17	16975999	16981353	-	chr17:16981353	chr17:16975999-16981353	ENSG00000230709	lncRNA	AC104024.1
28522	chr17	16988329	16990177	+	chr17:16988329	chr17:16988329-16990177	ENSG00000230969	lncRNA	LINC02090
28523	chr17	17011914	17014990	-	chr17:17014990	chr17:17011914-17014990	ENSG00000260328	lncRNA	AC104024.2
28524	chr17	17028360	17035057	+	chr17:17028360	chr17:17028360-17035057	ENSG00000287114	lncRNA	AC104024.3
28525	chr17	17033531	17042305	-	chr17:17042305	chr17:17033531-17042305	ENSG00000287910	lncRNA	AC104024.4
28526	chr17	17042545	17217679	+	chr17:17042545	chr17:17042545-17217679	ENSG00000133030	protein_coding	MPRIP
28527	chr17	17076038	17077752	-	chr17:17077752	chr17:17076038-17077752	ENSG00000225442	lncRNA	MPRIP-AS1
28528	chr17	17167946	17185554	-	chr17:17185554	chr17:17167946-17185554	ENSG00000263624	lncRNA	AC055811.1
28529	chr17	17200995	17206333	-	chr17:17206333	chr17:17200995-17206333	ENSG00000179598	protein_coding	PLD6
28530	chr17	17212212	17237188	-	chr17:17237188	chr17:17212212-17237188	ENSG00000154803	protein_coding	FLCN
28531	chr17	17235433	17236118	-	chr17:17236118	chr17:17235433-17236118	ENSG00000266498	lncRNA	AC055811.3
28532	chr17	17246616	17281273	-	chr17:17281273	chr17:17246616-17281273	ENSG00000141030	protein_coding	COPS3
28533	chr17	17303335	17347663	+	chr17:17303335	chr17:17303335-17347663	ENSG00000205309	protein_coding	NT5M
28534	chr17	17476994	17493221	+	chr17:17476994	chr17:17476994-17493221	ENSG00000141026	protein_coding	MED9
28535	chr17	17494437	17496395	-	chr17:17496395	chr17:17494437-17496395	ENSG00000108551	protein_coding	RASD1
28536	chr17	17504005	17512266	+	chr17:17504005	chr17:17504005-17512266	ENSG00000286430	lncRNA	AC020558.6
28537	chr17	17505563	17591708	-	chr17:17591708	chr17:17505563-17591708	ENSG00000133027	protein_coding	PEMT
28538	chr17	17507351	17508308	+	chr17:17507351	chr17:17507351-17508308	ENSG00000265511	lncRNA	AC020558.2
28539	chr17	17591428	17610485	+	chr17:17591428	chr17:17591428-17610485	ENSG00000264666	lncRNA	AC020558.1
28540	chr17	17674026	17677688	-	chr17:17677688	chr17:17674026-17677688	ENSG00000223979	lncRNA	SMCR2
28541	chr17	17681458	17811453	+	chr17:17681458	chr17:17681458-17811453	ENSG00000108557	protein_coding	RAI1
28542	chr17	17759154	17770821	-	chr17:17770821	chr17:17759154-17770821	ENSG00000237328	lncRNA	RAI1-AS1
28543	chr17	17776686	17779529	-	chr17:17779529	chr17:17776686-17779529	ENSG00000226746	lncRNA	SMCR5
28544	chr17	17777781	17779094	+	chr17:17777781	chr17:17777781-17779094	ENSG00000264167	lncRNA	AC122129.2
28545	chr17	17810399	17837011	-	chr17:17837011	chr17:17810399-17837011	ENSG00000072310	protein_coding	SREBF1
28546	chr17	17843511	17972422	-	chr17:17972422	chr17:17843511-17972422	ENSG00000175662	protein_coding	TOM1L2
28547	chr17	17858227	17860041	+	chr17:17858227	chr17:17858227-17860041	ENSG00000197815	lncRNA	AC122129.1
28548	chr17	17972813	18016889	+	chr17:17972813	chr17:17972813-18016889	ENSG00000171962	protein_coding	DRC3
28549	chr17	17977409	18039209	-	chr17:18039209	chr17:17977409-18039209	ENSG00000171953	protein_coding	ATPAF2
28550	chr17	18039408	18068405	+	chr17:18039408	chr17:18039408-18068405	ENSG00000141034	protein_coding	GID4
28551	chr17	18087892	18107970	+	chr17:18087892	chr17:18087892-18107970	ENSG00000108591	protein_coding	DRG2
28552	chr17	18108706	18179802	+	chr17:18108706	chr17:18108706-18179802	ENSG00000091536	protein_coding	MYO15A
28553	chr17	18172625	18184753	-	chr17:18184753	chr17:18172625-18184753	ENSG00000266677	lncRNA	AC087164.1
28554	chr17	18183078	18209954	+	chr17:18183078	chr17:18183078-18209954	ENSG00000091542	protein_coding	ALKBH5
28555	chr17	18225635	18244875	+	chr17:18225635	chr17:18225635-18244875	ENSG00000131899	protein_coding	LLGL1
28556	chr17	18244815	18258738	-	chr17:18258738	chr17:18244815-18258738	ENSG00000177731	protein_coding	FLII
28557	chr17	18260597	18266552	+	chr17:18260597	chr17:18260597-18266552	ENSG00000177427	protein_coding	MIEF2
28558	chr17	18268080	18268828	+	chr17:18268080	chr17:18268080-18268828	ENSG00000260647	lncRNA	AC127537.1
28559	chr17	18271428	18315007	-	chr17:18315007	chr17:18271428-18315007	ENSG00000177302	protein_coding	TOP3A
28560	chr17	18315293	18328056	+	chr17:18315293	chr17:18315293-18328056	ENSG00000176994	protein_coding	SMCR8
28561	chr17	18327860	18363563	-	chr17:18363563	chr17:18327860-18363563	ENSG00000176974	protein_coding	SHMT1
28562	chr17	18377778	18389647	+	chr17:18377778	chr17:18377778-18389647	ENSG00000214860	protein_coding	EVPLL
28563	chr17	18379855	18388984	-	chr17:18388984	chr17:18379855-18388984	ENSG00000264177	lncRNA	AL353997.2
28564	chr17	18411159	18414380	+	chr17:18411159	chr17:18411159-18414380	ENSG00000220161	lncRNA	LINC02076
28565	chr17	18476737	18494945	+	chr17:18476737	chr17:18476737-18494945	ENSG00000171916	protein_coding	LGALS9C
28566	chr17	18511221	18551705	-	chr17:18551705	chr17:18511221-18551705	ENSG00000273018	lncRNA	FAM106A
28567	chr17	18635006	18644427	-	chr17:18644427	chr17:18635006-18644427	ENSG00000189375	protein_coding	TBC1D28
28568	chr17	18667629	18682262	-	chr17:18682262	chr17:18667629-18682262	ENSG00000240445	protein_coding	FOXO3B
28569	chr17	18697998	18736118	+	chr17:18697998	chr17:18697998-18736118	ENSG00000108448	protein_coding	TRIM16L
28570	chr17	18744026	18779349	+	chr17:18744026	chr17:18744026-18779349	ENSG00000171931	protein_coding	FBXW10
28571	chr17	18781111	18806714	+	chr17:18781111	chr17:18781111-18806714	ENSG00000171928	protein_coding	TVP23B
28572	chr17	18809956	18810940	+	chr17:18809956	chr17:18809956-18810940	ENSG00000265478	lncRNA	AC107982.3
28573	chr17	18840085	18931287	+	chr17:18840085	chr17:18840085-18931287	ENSG00000141127	protein_coding	PRPSAP2
28574	chr17	18859354	18861466	-	chr17:18861466	chr17:18859354-18861466	ENSG00000264273	lncRNA	AC107982.2
28575	chr17	18950345	19022595	+	chr17:18950345	chr17:18950345-19022595	ENSG00000154025	protein_coding	SLC5A10
28576	chr17	18951625	18954149	-	chr17:18954149	chr17:18951625-18954149	ENSG00000196893	lncRNA	AC090286.1
28577	chr17	18968789	19004764	-	chr17:19004764	chr17:18968789-19004764	ENSG00000188522	protein_coding	FAM83G
28578	chr17	19020673	19047637	-	chr17:19047637	chr17:19020673-19047637	ENSG00000154016	protein_coding	GRAP
28579	chr17	19077775	19087878	+	chr17:19077775	chr17:19077775-19087878	ENSG00000230197	lncRNA	AC007952.3
28580	chr17	19091069	19091825	-	chr17:19091825	chr17:19091069-19091825	ENSG00000263394	lncRNA	AC007952.7
28581	chr17	19092974	19096837	+	chr17:19092974	chr17:19092974-19096837	ENSG00000228157	lncRNA	AC007952.2
28582	chr17	19112000	19112636	-	chr17:19112636	chr17:19112000-19112636	ENSG00000262202	lncRNA	AC007952.4
28583	chr17	19127535	19159187	+	chr17:19127535	chr17:19127535-19159187	ENSG00000189152	protein_coding	GRAPL
28584	chr17	19141017	19143689	-	chr17:19143689	chr17:19141017-19143689	ENSG00000262319	lncRNA	AC007952.6
28585	chr17	19150279	19151286	+	chr17:19150279	chr17:19150279-19151286	ENSG00000266664	lncRNA	AC007952.9
28586	chr17	19155727	19159111	-	chr17:19159111	chr17:19155727-19159111	ENSG00000197665	lncRNA	AC007952.1
28587	chr17	19160789	19162274	+	chr17:19160789	chr17:19160789-19162274	ENSG00000262292	lncRNA	AC007952.5
28588	chr17	19164209	19174436	-	chr17:19174436	chr17:19164209-19174436	ENSG00000266311	lncRNA	AC007952.8
28589	chr17	19203825	19214045	+	chr17:19203825	chr17:19203825-19214045	ENSG00000236022	lncRNA	AC106017.1
28590	chr17	19215615	19336715	+	chr17:19215615	chr17:19215615-19336715	ENSG00000072134	protein_coding	EPN2
28591	chr17	19219143	19222527	+	chr17:19219143	chr17:19219143-19222527	ENSG00000281856	lncRNA	AC106017.2
28592	chr17	19296596	19306261	-	chr17:19306261	chr17:19296596-19306261	ENSG00000235397	lncRNA	EPN2-AS1
28593	chr17	19334308	19378193	-	chr17:19378193	chr17:19334308-19378193	ENSG00000108641	protein_coding	B9D1
28594	chr17	19362760	19370236	+	chr17:19362760	chr17:19362760-19370236	ENSG00000286799	lncRNA	AC124066.1
28595	chr17	19377721	19383544	+	chr17:19377721	chr17:19377721-19383544	ENSG00000166484	protein_coding	MAPK7
28596	chr17	19383442	19387240	-	chr17:19387240	chr17:19383442-19387240	ENSG00000166482	protein_coding	MFAP4
28597	chr17	19403283	19403872	-	chr17:19403872	chr17:19403283-19403872	ENSG00000287196	lncRNA	AC004448.5
28598	chr17	19411125	19417276	+	chr17:19411125	chr17:19411125-19417276	ENSG00000128482	protein_coding	RNF112
28599	chr17	19411786	19413118	-	chr17:19413118	chr17:19411786-19413118	ENSG00000265126	lncRNA	AC004448.3
28600	chr17	19417769	19492991	-	chr17:19492991	chr17:19417769-19492991	ENSG00000235979	lncRNA	AC004448.2
28601	chr17	19419035	19424357	+	chr17:19419035	chr17:19419035-19424357	ENSG00000227078	lncRNA	LINC02094
28602	chr17	19457080	19458399	+	chr17:19457080	chr17:19457080-19458399	ENSG00000231477	lncRNA	AC004448.1
28603	chr17	19495385	19579034	+	chr17:19495385	chr17:19495385-19579034	ENSG00000142494	protein_coding	SLC47A1
28604	chr17	19560111	19597922	-	chr17:19597922	chr17:19560111-19597922	ENSG00000262769	lncRNA	AC025627.1
28605	chr17	19648136	19685760	+	chr17:19648136	chr17:19648136-19685760	ENSG00000072210	protein_coding	ALDH3A2
28606	chr17	19649373	19649935	-	chr17:19649935	chr17:19649373-19649935	ENSG00000264932	lncRNA	AC115989.1
28607	chr17	19678288	19718979	-	chr17:19718979	chr17:19678288-19718979	ENSG00000180638	protein_coding	SLC47A2
28608	chr17	19719059	19722428	+	chr17:19719059	chr17:19719059-19722428	ENSG00000262681	lncRNA	AC005722.3
28609	chr17	19737682	19738542	+	chr17:19737682	chr17:19737682-19738542	ENSG00000264785	lncRNA	AC005722.4
28610	chr17	19737984	19748943	-	chr17:19748943	chr17:19737984-19748943	ENSG00000108602	protein_coding	ALDH3A1
28611	chr17	19770829	19867936	-	chr17:19867936	chr17:19770829-19867936	ENSG00000083290	protein_coding	ULK2
28612	chr17	19868568	19868689	+	chr17:19868568	chr17:19868568-19868689	ENSG00000276406	lncRNA	AC015726.2
28613	chr17	19896590	19897287	-	chr17:19897287	chr17:19896590-19897287	ENSG00000270091	lncRNA	AC015726.1
28614	chr17	19904302	19978343	-	chr17:19978343	chr17:19904302-19978343	ENSG00000108599	protein_coding	AKAP10
28615	chr17	19929372	19929737	-	chr17:19929737	chr17:19929372-19929737	ENSG00000266126	lncRNA	AC005730.3
28616	chr17	20008051	20009234	-	chr17:20009234	chr17:20008051-20009234	ENSG00000261033	lncRNA	AC005730.2
28617	chr17	20009344	20319026	+	chr17:20009344	chr17:20009344-20319026	ENSG00000128487	protein_coding	SPECC1
28618	chr17	20185082	20322973	+	chr17:20185082	chr17:20185082-20322973	ENSG00000263494	lncRNA	AC004702.1
28619	chr17	20323058	20323337	+	chr17:20323058	chr17:20323058-20323337	ENSG00000266839	lncRNA	AC008088.1
28620	chr17	20449395	20467539	-	chr17:20467539	chr17:20449395-20467539	ENSG00000170298	protein_coding	LGALS9B
28621	chr17	20507413	20508931	-	chr17:20508931	chr17:20507413-20508931	ENSG00000266925	lncRNA	AC015818.7
28622	chr17	20530042	20530881	-	chr17:20530881	chr17:20530042-20530881	ENSG00000260907	lncRNA	AC015818.2
28623	chr17	20545371	20549952	+	chr17:20545371	chr17:20545371-20549952	ENSG00000267075	lncRNA	AC015818.8
28624	chr17	20576667	20578748	-	chr17:20578748	chr17:20576667-20578748	ENSG00000264422	lncRNA	AC015818.4
28625	chr17	20579724	20580911	+	chr17:20579724	chr17:20579724-20580911	ENSG00000214819	protein_coding	CDRT15L2
28626	chr17	20612912	20633234	-	chr17:20633234	chr17:20612912-20633234	ENSG00000227685	lncRNA	LINC02088
28627	chr17	20788071	20789584	+	chr17:20788071	chr17:20788071-20789584	ENSG00000264215	lncRNA	AC126365.1
28628	chr17	20836447	20896140	-	chr17:20896140	chr17:20836447-20896140	ENSG00000205212	protein_coding	CCDC144NL
28629	chr17	20855946	20857317	+	chr17:20855946	chr17:20855946-20857317	ENSG00000266369	lncRNA	AC090774.2
28630	chr17	20868433	21002276	+	chr17:20868433	chr17:20868433-21002276	ENSG00000233098	lncRNA	CCDC144NL-AS1
28631	chr17	20963722	20980238	+	chr17:20963722	chr17:20963722-20980238	ENSG00000264660	lncRNA	AC107926.1
28632	chr17	20999596	21043760	-	chr17:21043760	chr17:20999596-21043760	ENSG00000124422	protein_coding	USP22
28633	chr17	20999747	21000323	+	chr17:20999747	chr17:20999747-21000323	ENSG00000263986	lncRNA	AC087393.2
28634	chr17	21075362	21092351	+	chr17:21075362	chr17:21075362-21092351	ENSG00000236819	lncRNA	LINC01563
28635	chr17	21123364	21193265	+	chr17:21123364	chr17:21123364-21193265	ENSG00000109016	protein_coding	DHRS7B
28636	chr17	21197280	21214624	-	chr17:21214624	chr17:21197280-21214624	ENSG00000178307	protein_coding	TMEM11
28637	chr17	21214322	21230035	+	chr17:21214322	chr17:21214322-21230035	ENSG00000235530	lncRNA	AC087294.1
28638	chr17	21238870	21253410	-	chr17:21253410	chr17:21238870-21253410	ENSG00000274180	protein_coding	NATD1
28639	chr17	21284672	21315232	+	chr17:21284672	chr17:21284672-21315232	ENSG00000034152	protein_coding	MAP2K3
28640	chr17	21376357	21419870	+	chr17:21376357	chr17:21376357-21419870	ENSG00000184185	protein_coding	KCNJ12
28641	chr17	21428263	21574517	-	chr17:21574517	chr17:21428263-21574517	ENSG00000212719	lncRNA	LINC02693
28642	chr17	21442805	21451525	+	chr17:21442805	chr17:21442805-21451525	ENSG00000287671	lncRNA	AC068418.3
28643	chr17	21456513	21460215	-	chr17:21460215	chr17:21456513-21460215	ENSG00000265043	lncRNA	AC068418.2
28644	chr17	21457434	21458989	+	chr17:21457434	chr17:21457434-21458989	ENSG00000264023	lncRNA	AC068418.1
28645	chr17	21519514	21521269	+	chr17:21519514	chr17:21519514-21521269	ENSG00000265265	lncRNA	AC233702.5
28646	chr17	21532974	21542786	+	chr17:21532974	chr17:21532974-21542786	ENSG00000266466	lncRNA	AC233702.7
28647	chr17	21692523	21704612	+	chr17:21692523	chr17:21692523-21704612	ENSG00000260458	protein_coding	KCNJ18
28648	chr17	22233926	22266392	-	chr17:22266392	chr17:22233926-22266392	ENSG00000263609	lncRNA	LINC02002
28649	chr17	22266395	22288301	+	chr17:22266395	chr17:22266395-22288301	ENSG00000264956	lncRNA	AC138761.1
28650	chr17	22298691	22299893	+	chr17:22298691	chr17:22298691-22299893	ENSG00000178130	lncRNA	FAM27E5
28651	chr17	22406019	22413744	+	chr17:22406019	chr17:22406019-22413744	ENSG00000276399	lncRNA	AC209154.1
28652	chr17	22420022	22424731	+	chr17:22420022	chr17:22420022-22424731	ENSG00000261020	lncRNA	AC132825.3
28653	chr17	22523111	22524663	+	chr17:22523111	chr17:22523111-22524663	ENSG00000256618	protein_coding	MTRNR2L1
28654	chr17	22524563	22525330	-	chr17:22525330	chr17:22524563-22525330	ENSG00000243655	lncRNA	AC132825.2
28655	chr17	22676695	22692618	-	chr17:22692618	chr17:22676695-22692618	ENSG00000264262	lncRNA	AC131274.1
28656	chr17	26989189	26999941	-	chr17:26999941	chr17:26989189-26999941	ENSG00000264734	lncRNA	AC069061.2
28657	chr17	27089545	27170310	+	chr17:27089545	chr17:27089545-27170310	ENSG00000285822	lncRNA	AC129926.2
28658	chr17	27237859	27241661	-	chr17:27241661	chr17:27237859-27241661	ENSG00000265246	lncRNA	AC129926.1
28659	chr17	27294076	27315926	+	chr17:27294076	chr17:27294076-27315926	ENSG00000109046	protein_coding	WSB1
28660	chr17	27333241	27352828	+	chr17:27333241	chr17:27333241-27352828	ENSG00000266313	lncRNA	AC026254.2
28661	chr17	27456470	27626438	+	chr17:27456470	chr17:27456470-27626438	ENSG00000141068	protein_coding	KSR1
28662	chr17	27465112	27465541	+	chr17:27465112	chr17:27465112-27465541	ENSG00000265801	lncRNA	AC069366.2
28663	chr17	27625484	27626438	-	chr17:27626438	chr17:27625484-27626438	ENSG00000266872	lncRNA	AC015688.6
28664	chr17	27629798	27649560	+	chr17:27629798	chr17:27629798-27649560	ENSG00000168961	protein_coding	LGALS9
28665	chr17	27756766	27800529	-	chr17:27800529	chr17:27756766-27800529	ENSG00000007171	protein_coding	NOS2
28666	chr17	27874645	27881237	+	chr17:27874645	chr17:27874645-27881237	ENSG00000266527	lncRNA	AC005697.2
28667	chr17	27878314	27894752	-	chr17:27894752	chr17:27878314-27894752	ENSG00000232859	protein_coding	LYRM9
28668	chr17	27928924	27991787	-	chr17:27991787	chr17:27928924-27991787	ENSG00000260019	lncRNA	LINC01992
28669	chr17	27930177	27930920	+	chr17:27930177	chr17:27930177-27930920	ENSG00000286589	lncRNA	AC005697.3
28670	chr17	28041737	28196381	+	chr17:28041737	chr17:28041737-28196381	ENSG00000087095	protein_coding	NLK
28671	chr17	28204616	28223735	+	chr17:28204616	chr17:28204616-28223735	ENSG00000287721	lncRNA	AC061975.8
28672	chr17	28219285	28220005	+	chr17:28219285	chr17:28219285-28220005	ENSG00000267644	lncRNA	AC061975.7
28673	chr17	28232590	28235281	-	chr17:28235281	chr17:28232590-28235281	ENSG00000267259	lncRNA	ERVE-1
28674	chr17	28246454	28248006	-	chr17:28248006	chr17:28246454-28248006	ENSG00000266830	lncRNA	AC061975.6
28675	chr17	28256438	28265551	+	chr17:28256438	chr17:28256438-28265551	ENSG00000264486	lncRNA	AC061975.4
28676	chr17	28263634	28266369	-	chr17:28266369	chr17:28263634-28266369	ENSG00000260777	lncRNA	AC061975.1
28677	chr17	28319200	28328685	+	chr17:28319200	chr17:28319200-28328685	ENSG00000109084	protein_coding	TMEM97
28678	chr17	28328325	28335489	-	chr17:28335489	chr17:28328325-28335489	ENSG00000109083	protein_coding	IFT20
28679	chr17	28335602	28347009	+	chr17:28335602	chr17:28335602-28347009	ENSG00000109079	protein_coding	TNFAIP1
